user,text
LisatheInfidel,b'#WhiteLivesMatter except in South Africa https://t.co/ZjRzN5sXMu #WhiteGenocide Coming to America?'
StrawLivesMattr,"b'My race has a rich history, I am of course talking about caucasians. #WhiteLivesMatter ;'"
Jr1Jaxon,b'@weeklynewsbuzz this is disgusting... those n****** need to be put in jail! #whitelivesmatter #alllivesmatter'
ChaoGuy2006,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
Kowal14820,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
Katanat,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
StrawLivesMattr,"b'Yes, put it on my grave that #ISaluteWhitePeople. Never before has a single race done so much for the world!!! #Whitelivesmatter?!'"
Rog_2,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
AtheistNeoCon,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
loserbeee,b'RT @glumkid: #whitelivesmatter\xf0\x9f\x91\xb9 omg it works https://t.co/QsrIVOgSaM'
BeeJay_D,b'The difference:\n#WhiteLivesMatter - TOO\n#BlackLivesMatter - MORE'
TheDutchReturns,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
StrawLivesMattr,"b'My race has a rich history, I am of course talking about caucasians. #WhiteLivesMatter !!'"
vaporlols,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
SACitizen55,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
DanOHerrin,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
Trainspotter001,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
StrawLivesMattr,"b'Yes, put it on my grave that #ISaluteWhitePeople. Never before has a single race done so much for the world!!! #Whitelivesmatter^'"
KenthLampa,"b'There are people who suffer in silence! Do not forget that, #blacklivesmatter #whitelivesmatter https://t.co/XHciBHWTCy'"
barberfink,b'When you lift random white girls at the club. #christhelifter #whitelivesmatter\xe2\x80\xa6 https://t.co/n0UexuYtck'
Nicolas_Le_B,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
MonaLisa313,b'RT @Maximilian_115_: #WhiteLivesMatter\nRetweet to support White people.'
MonaLisa313,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
HeathenGrove,b'RT @OdiniaInvictus: Autumn News for Nation of Odin...\nhttps://t.co/1Z7dhn9PMe #odinist #vikings #asatru #AltRight #AmericaFirst #WhiteGenoc\xe2\x80\xa6'
KuismaSami,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
evbrown88,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
StrawLivesMattr,"b'My race has a rich history, I am of course talking about caucasians. #WhiteLivesMatter !'"
ValinatThor,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
ComfyKlaus,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
snowcrash729,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
isleofstan1,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
JammerEkIsWit,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
EscapeRegion10,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
henrybret503,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
WhitestRabbit_,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
GleekMadi,b'RT @LauraSexAngel: My condolences to the family &amp; friends of #TamraTurpin.  #WhiteLivesMatter #AllLivesMatter'
kakex63,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
StrawLivesMattr,"b'Yes, put it on my grave that #ISaluteWhitePeople. Never before has a single race done so much for the world!!! #Whitelivesmatter@'"
GrantMagnaYoung,b'RT @NEW_ORDER_NOW: Reality of life in 2016 America: White schoolgirls attacked on bus by Black gang.\nhttps://t.co/pCScFLeG5W\n#WhiteLivesMat\xe2\x80\xa6'
StrawLivesMattr,b'#blackLivesMatter is just a way to HATE white people. Shouldnt #WhiteLivesMatter cuz ALL lives do? .'
LeliUndra,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
RagnarVikingson,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
12pleyades,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
Vrolijk73,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
StrawLivesMattr,"b'IF U THINK #whitelivesmatter is a hate group, u are a hateful biggot. WHAT MAKES MY LIFE LESS VALUABLE?*'"
leeroyzen,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
ThorWotanson,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
psychobreak77,"b'RT @TheAaronSam: @psychobreak77 @DrDavidDuke \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 Believe me, it aint so bad. In 400 or so years you can say #whitelivesmatter and it wont\xe2\x80\xa6'"
Maximilian_115_,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
StrawLivesMattr,"b'IF U THINK #whitelivesmatter is a hate group, u are a hateful biggot. WHAT MAKES MY LIFE LESS VALUABLE?.'"
TheAaronSam,"b'@psychobreak77 @DrDavidDuke \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 Believe me, it aint so bad. In 400 or so years you can say #whitelivesmatter and it wont be ironic.'"
IndigoAdultPrie,b'Holding #Trump accountable for not supporting #GoldOutofHiding #news https://t.co/77L4qbRkoE\n #whitelivesmatter #Obamacare #ACA'
jkdupuy,b'#whitelivesmatter get involved stand for something\n https://t.co/Cg1sEpkwGy via @youtube'
StrawLivesMattr,"b'BLM, Crooked Hillary, Obama are the REAL RACISTS!!!! #WhiteLivesMatter #BlueLivesMatter #FuckIdiots.'"
MillionMaskMar,b'BlackLivesMatter WhiteLivesMatter BlueLivesMatter all funded by same power\nPolice officers have fear based training\xe2\x80\xa6 https://t.co/Kfl30jtVS7'
Billyb413,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
ClaytonMuirhead,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
mariamcbean,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
deadmauz,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
StrawLivesMattr,"b'IF U THINK #whitelivesmatter is a hate group, u are a hateful biggot. WHAT MAKES MY LIFE LESS VALUABLE?!'"
falcon1299,"b'@Ayoo_Choice so blacklivesmatter has an implied too, whitelivesmatter has an implied only and alllivesmatter has an implied except blacks'"
hexbby,"b""They weren't a racist individuals though they were a part of Whitelivesmatter that was later deemed as a h8 group l\xe2\x80\xa6 https://t.co/RNow4fwUQG"""
AlmaMaderoB,b'John W. Morton devoted his life to fueling awareness to the fact that #WhiteLivesMatter\n\n #trudeaueulogies'
dontsayglam,b'RT @bitterarab: Already know #whitelivesmatter when everyone was devastated at the Paris and Belgium attacks but silent on terror attacks i\xe2\x80\xa6'
othala732,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
HVRabbit,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
boogsmom95,"b'RT @mike_pensce: Crap, some nice tweets from @MittRomney but this one may disqualify him from serving on the #trumpTrain #whiteLivesMatter.\xe2\x80\xa6'"
StrawLivesMattr,"b'IF U THINK #whitelivesmatter is a hate group, u are a hateful biggot. WHAT MAKES MY LIFE LESS VALUABLE?^'"
StrawLivesMattr,b'#blacklivesmatter ???? Uh.... to who??? Not ME...... #WHITElivesmatter'
europa_nacion,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
MalharSahu,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
dpscorpio13,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
clayman1488,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
DickingBunny,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
SultanMarc1,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
vault_right,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
WalzonWalt,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
NoWhiteGuilt88,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
BrodoFagg,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
RealityCallsV,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
KaneJeeperz,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
VonPilsner,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
tristanmarlboro,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
LadyAodh,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
billc100,"b'RT @ElectreIsMore: White guilt, the only real #WhitePrivilege of white people in their own nations.\n\n\xe2\x9a\xa1\xef\xb8\x8f #WhiteLivesMatter \xe2\x9a\xa1\xef\xb8\x8f https://t.co/T\xe2\x80\xa6'"
gopsharknoir,"b'#AMERICA #USA #WHITELIVESMATTER FACES WILL BE, WHEN THEY START LETTING #CUBANS IN. GEEZ MARGE, THEY KINDA DARK, LIK\xe2\x80\xa6 https://t.co/TMvdgOs42u'"
EdMi1ibuddha,b'RT @acrowotdude: Yeah. We should be ashamed of ourselves for inventing the modern world and freeing all these slaves like this! #WhiteLives\xe2\x80\xa6'
acrowotdude,b'Yeah. We should be ashamed of ourselves for inventing the modern world and freeing all these slaves like this!\xe2\x80\xa6 https://t.co/pwVPnNraU1'
Mo2c2sixTax,"b""#WhiteLivesMatter, make America white again. In the US they mean business when they say don't resist arrest. https://t.co/IdqpuNcnNK"""
Mo2c2sixTax,"b'#WhiteLivesMatter, imagine if our black forefathers were this good at throwing a punch &amp; colonisation was decided... https://t.co/KkHrfzNhMj'"
SpringTrails216,b'RT @SavageRodgers12: Why do they call #BlackFriday? Why not #WhiteFriday? #WhiteLivesMatter'
StrawLivesMattr,b'#blackLivesMatter is just a way to HATE white people. Shouldnt #WhiteLivesMatter cuz ALL lives do? ?!'
ToulouseStan,b'RT @naferati: this reminds me a whole lot of the alllivesmatter/whitelivesmatter people\n\ndo u see how racist u r now? https://t.co/umsj1bPg\xe2\x80\xa6'
ActorCaseyNunez,b'@realDonaldTrump I am very proud of my amazingly Beautiful #WhiteLivesMatter #TrumpTree #MakeChristmasGreatAgain https://t.co/u2ylKczNe2'
jackhutner,"b""RT @evenvltersens: lia: the #whitelivesmatter hashtag doesn't have to devil emoji?\nbmw sluts\xe2\x84\xa2: https://t.co/qQ4CuIn846"""
StrawLivesMattr,b'#blackLivesMatter is just a way to HATE white people. Shouldnt #WhiteLivesMatter cuz ALL lives do? #'
HeedThisWarning,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
oyyyyyveyyyyy,b'RT @apurposefulwife: Support white businesses this holiday season. Go to white neighborhoods. Get a haircut. Razor perfection around the ed\xe2\x80\xa6'
NEW_ORDER_NOW,b'Tweeting &amp; online activism is fine but we must also carry the racial struggle into the real world\nhttps://t.co/cXUgfVWtV8\n#WhiteLivesMatter'
EddieEdmundo,b'RT @SavageRodgers12: Why do they call #BlackFriday? Why not #WhiteFriday? #WhiteLivesMatter'
PlatosCave2016,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
StrawLivesMattr,"b'Yes, put it on my grave that #ISaluteWhitePeople. Never before has a single race done so much for the world!!! #Whitelivesmatter|'"
Stevens947,b'RT @Stevens947: #SSRugby #springbok #bokke #WALvSA  @MbalulaFikile  Do #whitelivesmatter in #SARugby?'
TheatreAfrica,b'RT @Stevens947: #SSRugby #springbok #bokke #WALvSA  @MbalulaFikile  Do #whitelivesmatter in #SARugby?'
Stevens947,b'#SSRugby #springbok #bokke #WALvSA  @MbalulaFikile  Do #whitelivesmatter in #SARugby?'
nightwing372,b'RT @apurposefulwife: Support white businesses this holiday season. Go to white neighborhoods. Get a haircut. Razor perfection around the ed\xe2\x80\xa6'
StrawLivesMattr,"b'IF U THINK #whitelivesmatter is a hate group, u are a hateful biggot. WHAT MAKES MY LIFE LESS VALUABLE?..'"
Grumpy_Butt,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
GregoryHillOhio,"b'A #BLM #Thug rcvd what he deserved, he took a life so #JusticeServed #Justice #PrisonForLife \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82#WhiteLivesMatter 2\xe2\x80\xa6 https://t.co/9GEAAxw54p'"
E24cool,b'erry #whitelivesmatter https://t.co/s3YKHhx4kP ccol https://t.co/SvHggKNlJT'
DepWhiteGirl,b'RT @apurposefulwife: Support white businesses this holiday season. Go to white neighborhoods. Get a haircut. Razor perfection around the ed\xe2\x80\xa6'
DepWhiteGirl,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
dorksaber,b'RT @genophilia_anew: The politically incorrect truth about interracial rape:\n\nhttps://t.co/exIDrv91bv\n\n#Rape #rapeculture #waronwhites #whi\xe2\x80\xa6'
